BROKERREFERENCE,ENTRYNUMBER,IMPORTERNAME,IMPORTERID,LINENUMBER,HTS_NUMBER,HTS_DESCRIPTION,MANUFACTURERNAME,ENTRYDATE,ARRIVALDATE,DATEOFEXPORT,MODEOFTRANSPORT,ENTEREDVALUE,COUNTRYOFORIGIN,ADL1_HTS_NUMBER,ADL2_HTS_NUMBER,ADL3_HTS_NUMBER,ADL4_HTS_NUMBER,ADL5_HTS_NUMBER,ADL6_HTS_NUMBER,ADL7_HTS_NUMBER,ADL1_HTS_DESCRIPTION,ADL2_HTS_DESCRIPTION,ADL3_HTS_DESCRIPTION,ADL4_HTS_DESCRIPTION,ADL5_HTS_DESCRIPTION,ADL6_HTS_DESCRIPTION,ADL7_HTS_DESCRIPTION
2559231,02205605',WESTERN PLASTICS INC,58-196103400,1,3920100000,PLASTICS FLAT NONCELL ETHYLENE,PT TEKPAK INDONESIA,1/06/2025,1/04/2025,11/07/2024,Vessel Container,30021,ID,,,,,,,,,,,,,,
2559262,02206207',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,GONGALVES E TORTOLA S.A.,1/06/2025,1/06/2025,11/10/2024,Vessel Container,53978.04,BR,,,,,,,,,,,,,,
2559225,02206751',WESTERN PLASTICS INC,58-196103400,1,3920100000,PLASTICS FLAT NONCELL ETHYLENE,PT TEKPAK INDONESIA,1/06/2025,1/05/2025,11/15/2024,Vessel Container,33250.6,ID,,,,,,,,,,,,,,
2559226,02206769',WESTERN PLASTICS INC,58-196103400,1,3920100000,PLASTICS FLAT NONCELL ETHYLENE,PT TEKPAK INDONESIA,1/06/2025,1/05/2025,11/15/2024,Vessel Container,30421,ID,,,,,,,,,,,,,,
2559230,02206777',WESTERN PLASTICS INC,58-196103400,1,3920100000,PLASTICS FLAT NONCELL ETHYLENE,PT TEKPAK INDONESIA,1/06/2025,1/05/2025,11/15/2024,Vessel Container,30193.4,ID,,,,,,,,,,,,,,
2559228,02206793',WESTERN PLASTICS INC,58-196103400,1,3920100000,PLASTICS FLAT NONCELL ETHYLENE,PT TEKPAK INDONESIA,1/06/2025,1/05/2025,11/15/2024,Vessel Container,32069.8,ID,,,,,,,,,,,,,,
2559475,02209706',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1109009020,WHEAT GLUTEN  OTHER,TEREOS STARCH & SWEETENERS EUROPE TEREOS SYRAL,1/06/2025,12/20/2024,11/30/2024,Vessel Container,59296.46,BE,,,,,,,,,,,,,,
2559269,02208237',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108130010,POTATO STARCH  F/HUMAN CON,ZAKLADY PRZEMYSLU ZIEMNIACZANEGO,1/06/2025,1/07/2025,11/22/2024,Vessel Container,18648,PL,,,,,,,,,,,,,,
2559423,02210076',DOBLA USA MFG LLC,41-218954800,1,1806909090,CHOC & OTH FD PREP  OTHER,DOBLA LOGISTICS BVBA,1/06/2025,12/20/2024,11/30/2024,Vessel Container,27524,BE,,,,,,,,,,,,,,
105503547,02210688',IFF  INC.,58-149385700,1,98050050,EFFECTS US GOV EMP&FAMLY/EVACU,VOLVO CAR INTERNATIONAL CORPORATION,1/06/2025,12/23/2024,12/04/2024,Vessel Non-container,37000,SE,,,,,,,,,,,,,,
2614424,02211124',AUMUND CORPORATION,58-138896800,1,99038801,ARTICLE OF CHINA US NTE 20(A),AUMUND ASIA (HK) LIMITED,1/06/2025,1/07/2025,12/08/2024,Vessel Non-container,10534.4,CN,8431390010,,,,,,,MACHINERY PTS OF CONVEY/ELEV,,,,,,
105503553,02211744',SUAREZ  RAFAEL A,251704-22961,1,98050050,EFFECTS US GOV EMP&FAMLY/EVACU,BMW OF NORTH AMERICA,1/06/2025,1/06/2025,12/17/2024,Vessel Non-container,86335,US,,,,,,,,,,,,,,
105503554,02211751',ADAMS  MARGARITA THERESA,580-16-7413,1,98050050,EFFECTS US GOV EMP&FAMLY/EVACU,BMW OF NORTH AMERICA,1/06/2025,1/06/2025,12/17/2024,Vessel Non-container,62445,US,,,,,,,,,,,,,,
105503556,02211884',SUAREZ  RAFAEL A,251704-22961,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/06/2025,1/06/2025,12/17/2024,Vessel Non-container,26000,DE,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,1,8479899599,OTHER MACHINES/MECH APL NS,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,462.35,AT,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,2,7318158085,OTHER SCREWS/BOLTS:>=6MM NSPF,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,42.03,AT,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,3,8482105012,RADIAL BALLBEARNG GRND LIN,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,378.29,DE,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,4,8412310080,OTH PNEUM. ENGNES LINEAR ACTNG,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,1702.3,CZ,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,5,8483409000,GEARS AND GEARING,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,9940.57,US,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,6,8479899599,OTHER MACHINES/MECH APL NS,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,66473.61,HU,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,7,7616995190,OTHER ALUMINUM ARTICLES NSPF,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,409.81,DE,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,8,8479899599,OTHER MACHINES/MECH APL NS,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,483.37,CH,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,9,8302423065,OTH MNTNGS FR FURN IR/ST/AL/ZN,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,21.02,AT,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,10,8482105068,RADIAL BALL BEARINGS  OTHE,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,42.03,AT,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,11,7318152095,OTHER BOLTS NSPF THRD DI=>6MM,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,42.03,AT,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,12,8479899599,OTHER MACHINES/MECH APL NS,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,304.73,DE,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,13,3926909989,OTH.PLSTIC MAT OTH OTH OTH,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,1103.34,DE,,,,,,,,,,,,,,
2614432,02212825',FUX MASCHINENBAU GMBH,181704-13809,14,9032906180,PART&ACCS:AUTO REG&CONTOLS,FUX MASCHINENBAU UND KUNSTOFFTECHNIX GMBH,1/06/2025,12/25/2024,12/11/2024,Vessel Non-container,819.62,DE,,,,,,,,,,,,,,
2614433,02214417',CANTRELL GAINCO GROUP INC,31-151121700,1,8438500090,MEAT-POULTRY PREP MACH  OT,LIMA SAS,1/06/2025,1/06/2025,12/18/2024,Vessel Non-container,96249.89,FR,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
105503602,02212908',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,8703240150,OT NEW VE;>4 &<=6CYL;CY>30,PORSCHE AG,1/06/2025,12/31/2024,12/04/2024,Vessel Container,226000,DE,,,,,,,,,,,,,,
2559604,02214037',EDGE INNOVATE (NI) LTD,135501-01432,1,8474100010,PORTABLE MCH F/SORT EARTH,EDGE INNOVATE (NI) LTD,1/06/2025,12/31/2024,12/18/2024,Vessel Non-container,335000,GB,,,,,,,,,,,,,,
4536548,02216198',AUMUND CORPORATION,58-138896800,1,8483405050,MULTO RATIO SPEED CHNG  OTH  W,AUMUND FOERDERTECHNIK GMBH,1/06/2025,1/06/2025,1/06/2025,Air Non-container,4622.38,DE,,,,,,,,,,,,,,
2559885,02216453',JOBACHEM CORPORATION,32-052169200,1,2918232000,OTH ESTERS/SALICYLIC ODOR/,SIDDARTH CARGO CHEM PRODUCS LTD,1/06/2025,1/06/2025,11/25/2024,Vessel Container,48720,IN,,,,,,,,,,,,,,
2614505,02216586',GRASS AMERICA INC,51-066023000,1,8302106060,HINGES SUIT FOR FURN/CABINETS,GRASS CANADA INC,1/06/2025,1/06/2025,1/03/2025,Truck Non-container,5228.12,DE,,,,,,,,,,,,,,
2559208,02205258',KONUS KONEX D.O.O.,071704-00428,1,4205001000,LEATHR FOR MACHINERY:N/BEL,KONUS KONEX DOO,1/07/2025,12/26/2024,11/11/2024,Vessel Container,23476.6,SI,,,,,,,,,,,,,,
2559208,02205258',KONUS KONEX D.O.O.,071704-00428,2,4008210000,RUB VULC NON-CELLULAR FLAT,KONUS KONEX DOO,1/07/2025,12/26/2024,11/11/2024,Vessel Container,150662.62,SI,,,,,,,,,,,,,,
2558898,02204657',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,GONGALVES E TORTOLA S.A.,1/07/2025,1/06/2025,10/14/2024,Vessel Container,26989.02,BR,,,,,,,,,,,,,,
2558899,02204665',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,GONGALVES E TORTOLA S.A.,1/07/2025,1/06/2025,10/08/2024,Vessel Container,26989.02,BR,,,,,,,,,,,,,,
2558900,02204673',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,GONGALVES E TORTOLA S.A.,1/07/2025,1/06/2025,10/15/2024,Vessel Container,53978.04,BR,,,,,,,,,,,,,,
2559232,02205340',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,DAHUI (CAMBODIA) STARCH CO. LTD.,1/07/2025,1/07/2025,11/10/2024,Vessel Container,143437.5,KH,,,,,,,,,,,,,,
2559267,02206215',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,GONGALVES E TORTOLA S.A.,1/07/2025,1/06/2025,11/10/2024,Vessel Container,26989.02,BR,,,,,,,,,,,,,,
2559142,02206256',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,GONGALVES E TORTOLA S.A.,1/07/2025,1/06/2025,11/10/2024,Vessel Container,26989.02,BR,,,,,,,,,,,,,,
2559144,02206264',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1108140000,CASSAVA (MANIOC) STARCH,GONGALVES E TORTOLA S.A.,1/07/2025,1/06/2025,11/10/2024,Vessel Container,40483.53,BR,,,,,,,,,,,,,,
2559292,02206561',BORGERS OHIO INC.,30-084196200,1,5503400000,FIBER SYN STAPLE NT CRD PO,TIANLONG (THAILAND) CO LTD,1/07/2025,1/03/2025,11/17/2024,Vessel Container,26099.62,TH,,,,,,,,,,,,,,
2559036,02208740',WINE & VINE CARE  LLC,27-250785400,1,7326908635,FENCE POSTS STUDED ANCHR P,PROFIL ALSACE S.A.S.,1/07/2025,1/07/2025,11/24/2024,Vessel Container,11282.4,FR,,,,,,,,,,,,,,
2559304,02210001',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1109009010,WHEAT GLUTEN OTH CERT ORGANIC,KROENER-STARKE BIO GMBH,1/07/2025,1/07/2025,11/25/2024,Vessel Container,167580,DE,,,,,,,,,,,,,,
105503557,02211892',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,127600,DE,,,,,,,,,,,,,,
105503560,02211934',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW OF NORTH AMERICA,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,60495,US,,,,,,,,,,,,,,
105503561,02211942',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,46995,DE,,,,,,,,,,,,,,
105503562,02211959',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,39595,MX,,,,,,,,,,,,,,
105503563,02211967',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,35995,DE,,,,,,,,,,,,,,
105503564,02211975',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,39795,MX,,,,,,,,,,,,,,
105503565,02211983',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,39995,MX,,,,,,,,,,,,,,
105503566,02211991',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW OF NORTH AMERICA,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,64495,US,,,,,,,,,,,,,,
105503567,02212007',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,40295,MX,,,,,,,,,,,,,,
105503568,02212015',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW OF NORTH AMERICA,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,66495,US,,,,,,,,,,,,,,
105503569,02212023',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,36695,MX,,,,,,,,,,,,,,
105503570,02212031',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,36395,MX,,,,,,,,,,,,,,
105503571,02212049',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,77495,DE,,,,,,,,,,,,,,
105503572,02212056',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,58295,MX,,,,,,,,,,,,,,
105503573,02212213',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW OF NORTH AMERICA,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,70795,US,,,,,,,,,,,,,,
105503574,02212221',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,48295,MX,,,,,,,,,,,,,,
105503575,02212239',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,40295,MX,,,,,,,,,,,,,,
105503576,02212247',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,59295,DE,,,,,,,,,,,,,,
105503577,02212254',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,36295,MX,,,,,,,,,,,,,,
105503578,02212262',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,62995,DE,,,,,,,,,,,,,,
105503579,02212270',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,57995,DE,,,,,,,,,,,,,,
105503581,02212296',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,40295,MX,,,,,,,,,,,,,,
105503582,02212304',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,79295,DE,,,,,,,,,,,,,,
105503583,02212312',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,73995,DE,,,,,,,,,,,,,,
105503584,02212320',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,30495,DE,,,,,,,,,,,,,,
105503585,02212338',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,40295,MX,,,,,,,,,,,,,,
105503586,02212346',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,36595,DE,,,,,,,,,,,,,,
105503587,02212353',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,48295,MX,,,,,,,,,,,,,,
105503588,02212361',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2008,Vessel Non-container,39495,MX,,,,,,,,,,,,,,
105503589,02212379',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,34995,MX,,,,,,,,,,,,,,
105503590,02212387',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,52995,MX,,,,,,,,,,,,,,
105503592,02212403',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,54000,MX,,,,,,,,,,,,,,
105503593,02212411',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,40295,MX,,,,,,,,,,,,,,
105503594,02212429',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,39595,MX,,,,,,,,,,,,,,
105503595,02212437',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW AG,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,57295,DE,,,,,,,,,,,,,,
105503596,02212445',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,36795,MX,,,,,,,,,,,,,,
105503597,02212452',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,36295,MX,,,,,,,,,,,,,,
105503598,02212460',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,39995,MX,,,,,,,,,,,,,,
105503599,02212478',BAVARIAN MOTOR CARS USA INC,42-176907500,1,8703230190,OTH MOT VE:USED;>1500&<=30,BMW GROUP,1/07/2025,1/06/2025,12/17/2024,Vessel Non-container,42695,MX,,,,,,,,,,,,,,
2559605,02212544',ROYAL INGREDIENTS GROUP BV,074601-00962,1,1109009020,WHEAT GLUTEN  OTHER,JACKERING MUHLEN & NAHRMITTELWERKE GMBH,1/07/2025,1/06/2025,12/10/2024,Vessel Container,61439.71,DE,,,,,,,,,,,,,,
2559584,02215133',GRASS AMERICA INC,51-066023000,1,8302423015,DRWRSLIDES FR FURN IR/ST/AL/ZN,GRASS GMBH,1/07/2025,1/07/2025,12/21/2024,Vessel Container,78296.36,AT,,,,,,,,,,,,,,
2559584,02215133',GRASS AMERICA INC,51-066023000,2,8302423065,OTH MNTNGS FR FURN IR/ST/AL/ZN,GRASS GMBH,1/07/2025,1/07/2025,12/21/2024,Vessel Container,5134.28,AT,,,,,,,,,,,,,,
2559651,02215182',DOBLA USA MFG LLC,41-218954800,1,1806909090,CHOC & OTH FD PREP  OTHER,IRCA SRL,1/07/2025,1/08/2025,12/17/2024,Vessel Container,14414.32,IT,,,,,,,,,,,,,,
